category,group,frequency,license,type,tone,alpha tag,description,mode,tag
General Frequencies,Department of Heath,77.705,,,,Flinders Island,Flinders Island,FMN,Hospital
General Frequencies,Department of Heath,77.840,,,,Scottsdale Hospi,Scottsdale Hospital,FMN,Hospital
General Frequencies,Department of Heath,78.385,,,,Bruny Island,Bruny Island,FMN,Hospital
