alpha tag,tag,entity,mode,description,input,type,tone,entity_type,group,license,category,tone in,frequency
376 Blackbutt,Public Works,Queensland Parks and Wildlife Service,FMN,376 Blackbutt,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,78.5375
377 Yarraman,Public Works,Queensland Parks and Wildlife Service,FMN,377 Yarraman,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,78.5375
378 Nanango,Public Works,Queensland Parks and Wildlife Service,FMN,378 Nanango,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,78.5375
379 Bunya Mtn2,Public Works,Queensland Parks and Wildlife Service,FMN,379 Bunya Mtn2,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,78.5375
380 Gympie,Public Works,Queensland Parks and Wildlife Service,FMN,380 Gympie,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.3375
381 Galangowan,Public Works,Queensland Parks and Wildlife Service,FMN,381 Galangowan,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.3375
382 Murgon,Public Works,Queensland Parks and Wildlife Service,FMN,382 Murgon,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.3375
383 Brooyar,Public Works,Queensland Parks and Wildlife Service,FMN,383 Brooyar,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.3375
384 Marybrough,Public Works,Queensland Parks and Wildlife Service,FMN,384 Marybrough,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.3375
385 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,385 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.3375
386 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,386 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.2875
387 Allies Ck,Public Works,Queensland Parks and Wildlife Service,FMN,387 Allies Ck,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.2875
388 Mundubbera,Public Works,Queensland Parks and Wildlife Service,FMN,388 Mundubbera,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.2875
389 Yule,Public Works,Queensland Parks and Wildlife Service,FMN,389 Yule,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.2875
390 Monto,Public Works,Queensland Parks and Wildlife Service,FMN,390 Monto,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.2875
391 Kroombit,Public Works,Queensland Parks and Wildlife Service,FMN,391 Kroombit,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.2875
392 Kalpower,Public Works,Queensland Parks and Wildlife Service,FMN,392 Kalpower,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.2875
393 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,393 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.2875
394 Elliott R,Public Works,Queensland Parks and Wildlife Service,FMN,394 Elliott R,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.2875
395 Bundaberg,Public Works,Queensland Parks and Wildlife Service,FMN,395 Bundaberg,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.2875
