category,group,frequency,license,type,tone,alpha tag,description,mode,tag
Municipalities,Drysdale,150.5125,VNF336,BM,118.8 PL,Bell PreConc,Bellarine Premix Concrete,FM,Business
Municipalities,Drysdale,473.300,VH3GOX,BM,162.2 PL,Gulls AirSvc,Gulls Airport Services,FM,Transportation
Municipalities,Drysdale,474.225,VH3FBE,BM,94.8 PL,Vertel,Vertel,FM,Business
