category,group,frequency,license,type,tone,alpha tag,description,mode,tag
YPBO Paraburdoo,Airband,116.900,,BM,,VOR,VOR,AM,Aircraft
YPBO Paraburdoo,Airband,125.700,,BM,,Mel Center,Mel Center,AM,Aircraft
YPBO Paraburdoo,Airband,126.800,,BM,,CTAF,CTAF,AM,Aircraft
YPBO Paraburdoo,Airband,128.800,,BM,,Virgin Australia,Virgin Australia,AM,Aircraft
YPBO Paraburdoo,Airband,129.500,,BM,,Qantas,Qantas,AM,Aircraft
YPBO Paraburdoo,Airband,135.600,,BM,,AWIS,AWIS,AM,Aircraft
